Start Station Name,Rides Started
Orleans St & Merchandise Mart Plaza,5434
Orville T Bright School,2
Ozark Ave & Addison St,3
Panama Ave & Forest Preserve Ave,1
Panama Ave & Grace St,22
Park Manor Elementary School,1
Parkside Ave & Armitage Ave,27
Parnell Ave & 103rd St,3
Parnell Ave & 119th St,4
Parnell Ave & 98th St,3
Paulina Ave & North Ave,3666
Paulina St & 18th St,1945
Paulina St & Flournoy St,1502
Paulina St & Howard St,1019
Paulina St & Montrose Ave,1662
Pawel Bialowas - Test- PBSC charging station,1
Penn Elementary School / KIPP Ascend Middle School,1
Peoria St & Jackson Blvd,4876
Perry Ave & 108th Pl,3
Perry Ave & 69th St,259
Phillips Ave & 79th St,207
Phillips Ave & 83rd St,84
Pine Grove Ave & Irving Park Rd,5896
Pine Grove Ave & Waveland Ave,7610
Ping Tom Park (East),208
Piotrowski Park,2
Pittsburgh Ave & Irving Park,5
Plainfield & Irving Park,43
Plainfield Ave & Irving Park Rd,1
Prairie Ave & 43rd St,524
Prairie Ave & 47th St - midblock,21
Prairie Ave & Garfield Blvd,846
Princeton Ave & 43rd St,3
Princeton Ave & 47th St,402
Princeton Ave & Garfield Blvd,247
Prospect Sq & 91st St,167
Pubic Rack - Pulaski Rd & 41st,16
Public  Rack - Albany Ave & 63rd St,9
Public Rack - 10557 S Western Ave,3
Public Rack - 111th St - Morgan Park Metra,4
Public Rack - 532 E 43rd St,5
Public Rack - 53rd St & Indiana Ave,1
Public Rack - 63rd & Western Ave N,3
Public Rack - 63rd & Western Ave S,1
Public Rack - Abbott Park,3
Public Rack - Aida Food Market,1
Public Rack - Al Raby School,5
Public Rack - Albany Ave & 111th St - NW,1
Public Rack - Ashland Ave & 45th St,4
Public Rack - Ashland Ave & 63rd St,2
Public Rack - Ashland Ave & 71st St,1
Public Rack - Ashland Ave & 76th St,2
Public Rack - Ashland Ave & 83rd St,12
Public Rack - Ashland Ave & 91st St,5
Public Rack - Austin Ave & Roscoe St,37
Public Rack - Austin Ave & Wellington Ave,2
Public Rack - Austin Ave & Wellington Ave - midblock,4
Public Rack - Austin Ave & Wrightwood Ave,52
Public Rack - Austin Blvd & North Ave,12
Public Rack - Austin Branch Chicago Public Library,4
Public Rack - Ave L & 105th St,1
Public Rack - Ave N & 106th St,1
Public Rack - Avenue J & 102nd St,1
Public Rack - Avenue J & 112th St,1
Public Rack - Avers Ave & Archer Ave,7
Public Rack - Avers Ave & Irving Park Rd,38
Public Rack - Avers Ave & Ogden Ave,24
Public Rack - Avondale Ave & Addison St,34
Public Rack - Baltimore Ave & 132nd St,2
Public Rack - Bell Ave & 95th St,6
Public Rack - Brainerd Park,5
Public Rack - Brighton Park Branch Chicago Library,1
Public Rack - Buffalo Ave & 133rd St,2
Public Rack - Burnside Academy,1
Public Rack - California Ave & Cortez St,187
Public Rack - California Ave & Devon Ave - NE,16
Public Rack - California Ave & Devon Ave - NW,38
Public Rack - California Ave & Ogden Ave,42
Public Rack - California Ave & Pershing Rd,2
Public Rack - California Ave & Touhy Ave - midblock,1
Public Rack - California Ave & Touhy Ave - NW,37
Public Rack - California Ave & Touhy Ave - SW,3
Public Rack - Calumet Ave & 51st St,15
Public Rack - Campbell Ave & Pratt Blvd,25
Public Rack - Central Ave & Adams St,1
Public Rack - Central Ave & Corcoran Pl,14
Public Rack - Central Ave & George St,13
Public Rack - Central Ave & North Ave,19
Public Rack - Central Park Ave & 16th St,4
Public Rack - Central Park Ave & Fillmore St,3
Public Rack - Central Park Ave & Fulton Blvd,3
Public Rack - Central Park Ave & Ogden Ave,13
Public Rack - Champlain Ave & 65th St,13
Public Rack - Chappel Ave & 71st St,1
Public Rack - Chase Ave & Touhy Ave - NE,12
Public Rack - Chase Ave & Touhy Ave - NW,8
Public Rack - Chopin Park,34
Public Rack - Christiana Ave & 55th St,2
Public Rack - Christiana Ave & Archer Ave,25
Public Rack - Christiana Ave & Belmont Ave,174
Public Rack - Christiana Ave & Bryn Mawr Ave,8
Public Rack - Christiana Ave & Lawrence Ave,46
Public Rack - Cicero Ave & Altgeld St,33
Public Rack - Cicero Ave & Cortland St - midblock,27
Public Rack - Cicero Ave & Le Moyne St - midblock,4
Public Rack - Cicero Ave & North Ave,45
Public Rack - Cicero Ave & Roscoe St,39
Public Rack - Cicero Ave & Wellington Ave,22
Public Rack - Cicero Ave & Wrightwood Ave,119
Public Rack - Claremont Ave & 71st St,1
Public Rack - Clyde Ave & 87th St,1
Public Rack - Colfax Ave & 83rd St,8
Public Rack - Commercial Ave & 89th St,1
Public Rack - Cornell Ave & 87th Pl,5
Public Rack - Cottage Grove & 86th St,2
Public Rack - Cottage Grove Ave & 87th St,3
Public Rack - Cottage Grove Ave & 92nd St,2
Public Rack - Cottage Grove Ave & 98th St,1
Public Rack - Crandon Ave & 80th St,1
Public Rack - Damen Ave & 47th St,2
Public Rack - Damen Ave & 80th St,1
Public Rack - Division St & Christiana Ave,1
Public Rack - Drake Ave & Leland Ave,26
Public Rack - East End Ave & 87th St,1
Public Rack - Eberhart Ave & 61st St,15
Public Rack - Eggleston Ave & 115th St,4
Public Rack - Eli Whitney Public School,69
Public Rack - Ellis Ave & Doty Ave,1
Public Rack - Emerald Ave & 43rd St,1
Public Rack - Emerald Ave & 45th St,2
Public Rack - Evans Ave & 63rd St,9
Public Rack - Ewing Ave & 102nd St,1
Public Rack - Ewing Ave & 105th St,3
Public Rack - Ewing Ave & 106th St,5
Public Rack - Ewing Ave & 107th St,6
Public Rack - Ewing Ave & 95th St,2
Public Rack - Ewing Ave & 96th St N,1
Public Rack - Ewing Ave & 99th St,1
Public Rack - Exchange Ave & 73rd Pl,7
Public Rack - Fairfield Ave & 63rd St,7
Public Rack - Forrestville Ave & 47th St,2
Public Rack - Francisco Ave & Touhy Ave,4
Public Rack - Fullerton Ave & Lavergne Ave,14
Public Rack - Fullerton Ave & Narragansett Ave,59
Public Rack - Garfield Park Conservatory,2
Public Rack - Grand Ave & Lawndale Ave,4
